First,Last,Player,Team,Season,Min,Pos,Shots,SoT,Dist,Solo,Goals,xG,xPlace,G.xG,KeyP,Dist.key,Assts,xA,A.xA,xG.xA,xGperShot,xAperPass,GmxGperShot,AmxAperPass
Omar,Gaber,Omar Gaber,LAFC,2018,126,A,1,0,19.3153307,0,0,0.063757584,-0.063757584,-0.063757584,3,14.94842457,0,0.224241105,-0.224241105,0.28799869,0.063757584,0.074747035,-0.063757584,-0.074747035
Andrew,Farrell,Andrew Farrell,NER,2015,2973,D,2,0,20.60213147,0.5,0,0.181374734,-0.181374734,-0.181374734,3,26.63698868,0,0.10623103,-0.10623103,0.287605764,0.090687367,0.035410343,-0.090687367,-0.035410343
Chris,Schuler,Chris Schuler,ORL,2018,96,D,1,0,4.763034747,0,0,0.285286578,-0.285286578,-0.285286578,0,NA,0,0,0,0.285286578,0.285286578,0,-0.285286578,0
Marc,Burch,Marc Burch,MIN,2018,237,B,0,0,NA,NA,0,0,0,0,3,13.45727024,0,0.283643921,-0.283643921,0.283643921,0,0.094547974,0,-0.094547974
Efrain,Juarez,Efrain Juarez,VAN,2018,574,A,2,0,22.37799286,0,0,0.15241378,-0.15241378,-0.15241378,3,27.91565469,0,0.128303897,-0.128303897,0.280717677,0.07620689,0.042767966,-0.07620689,-0.042767966
Tim,Melia,Tim Melia,SKC,2017,2935,G,0,0,NA,NA,0,0,0,0,3,21.64239522,0,0.275872278,-0.275872278,0.275872278,0,0.091957426,0,-0.091957426
David,Choiniere,David Choiniere,MTL,2017,50,M,0,0,NA,NA,0,0,0,0,1,15.82827849,0,0.275699252,-0.275699252,0.275699252,0,0.275699252,0,-0.275699252
Jordy,Delem,Jordy Delem,SEA,2018,108,B,1,1,16.67208745,0,1,0.274753641,0.556551032,0.725246359,0,NA,0,0,0,0.274753641,0.274753641,0,0.725246359,0
Kwame,Watson-Siriboe,Kwame Watson-Siriboe,NYC,2015,734,D,3,1,13.66265385,0.333333333,1,0.226953515,0.388530439,0.773046485,2,31.28167617,0,0.04657272,-0.04657272,0.273526235,0.075651172,0.02328636,0.257682162,-0.02328636
Andres,Imperiale,Andres Imperiale,SJE,2016,920,D,4,1,29.86936754,0.25,0,0.111963143,-0.070767407,-0.111963143,4,29.01594215,0,0.156598662,-0.156598662,0.268561805,0.027990786,0.039149665,-0.027990786,-0.039149665
Justin,Schmidt,Justin Schmidt,RSL,2017,709,D,3,1,15.61820811,0.333333333,0,0.213915494,-0.086086615,-0.213915494,2,31.66759887,0,0.053437581,-0.053437581,0.267353075,0.071305165,0.026718791,-0.071305165,-0.026718791
Reggie,Cannon,Reggie Cannon,FCD,2018,728,B,2,0,24.40534124,0.5,0,0.072875826,-0.072875826,-0.072875826,1,9.112322701,0,0.191250808,-0.191250808,0.264126634,0.036437913,0.191250808,-0.036437913,-0.191250808
Adam,Najem,Adam Najem,PHI,2017,173,A,1,0,18.87997418,1,0,0.099316673,-0.099316673,-0.099316673,2,20.40743037,0,0.162740339,-0.162740339,0.262057011,0.099316673,0.081370169,-0.099316673,-0.081370169
Matheus,Silva,Matheus Silva,SJE,2016,154,M,1,0,31.58394687,0,0,0.028753544,-0.028753544,-0.028753544,1,10.13647375,0,0.230860875,-0.230860875,0.259614419,0.028753544,0.230860875,-0.028753544,-0.230860875
Miguel,Camargo,Miguel Camargo,NYC,2017,207,F,3,1,23.32733969,0.333333333,1,0.254935427,0.146587821,0.745064573,0,NA,0,0,0,0.254935427,0.084978476,0,0.248354858,0
Brandon,Bye,Brandon Bye,NER,2018,181,B,4,1,31.83022572,0.5,0,0.120976828,0.006379128,-0.120976828,1,22.0767621,0,0.133940287,-0.133940287,0.254917115,0.030244207,0.133940287,-0.030244207,-0.133940287
Jordan,Allen,Jordan Allen,RSL,2017,112,A,3,1,33.97520603,0.333333333,0,0.25428782,-0.239236187,-0.25428782,0,NA,0,0,0,0.25428782,0.084762607,0,-0.084762607,0
Jason,Hernandez,Jason Hernandez,NYC,2016,2415,D,0,0,NA,NA,0,0,0,0,6,25.02019808,0,0.248701414,-0.248701414,0.248701414,0,0.041450236,0,-0.041450236
Dylan,Remick,Dylan Remick,SEA,2016,567,B,1,0,30.28202478,0,0,0.022876041,-0.022876041,-0.022876041,4,21.19899807,0,0.224905138,-0.224905138,0.247781179,0.022876041,0.056226285,-0.022876041,-0.056226285
Bernie,Ibini-Isei,Bernie Ibini-Isei,VAN,2018,240,M,1,1,14.59260429,0,0,0.03163318,0.004817661,-0.03163318,4,19.72590674,0,0.216117264,-0.216117264,0.247750444,0.03163318,0.054029316,-0.03163318,-0.054029316
Michael,Ciani,Michael Ciani,LAG,2017,576,D,3,1,20.50005073,0.333333333,1,0.193187951,0.551706572,0.806812049,2,33.55797404,0,0.054014118,-0.054014118,0.247202069,0.064395984,0.027007059,0.26893735,-0.027007059
Benjamin,Mines,Benjamin Mines,NYRB,2018,94,A,1,1,9.719588469,0,1,0.247027594,0.00372077,0.752972406,0,NA,0,0,0,0.247027594,0.247027594,0,0.752972406,0
Bill,Poni Tuiloma,Bill Poni Tuiloma,POR,2018,387,D,1,1,9.312013746,0,1,0.145180688,0.481889869,0.854819312,1,15.31759854,0,0.101261563,-0.101261563,0.246442251,0.145180688,0.101261563,0.854819312,-0.101261563
Joseph,Greenspan,Joseph Greenspan,COL,2015,198,B,0,0,NA,NA,0,0,0,0,2,17.4881379,0,0.246418689,-0.246418689,0.246418689,0,0.123209345,0,-0.123209345
Nick,DePuy,Nick DePuy,MTL,2017,98,F,1,0,10.28134232,0,0,0.24430068,-0.24430068,-0.24430068,0,NA,0,0,0,0.24430068,0.24430068,0,-0.24430068,0
Norberto,Paparatto,Norberto Paparatto,POR,2015,481,D,5,1,14.86253477,0,0,0.216505323,-0.203552275,-0.216505323,1,14.46300453,0,0.025208232,-0.025208232,0.241713555,0.043301065,0.025208232,-0.043301065,-0.025208232
Jalil,Anibaba,Jalil Anibaba,HOU,2017,508,D,2,1,9.937327307,0.5,0,0.241655251,0.08642872,-0.241655251,0,NA,0,0,0,0.241655251,0.120827625,0,-0.120827625,0
Deian,Boldor,Deian Boldor,MTL,2017,438,D,3,1,18.88667569,0.333333333,0,0.187178906,-0.172815817,-0.187178906,1,32.20159002,0,0.051956003,-0.051956003,0.239134909,0.062392969,0.051956003,-0.062392969,-0.051956003
Harry,Shipp,Harry Shipp,SEA,2018,117,A,2,1,20.18982267,0,0,0.238788189,-0.144931765,-0.238788189,0,NA,0,0,0,0.238788189,0.119394094,0,-0.119394094,0
Roy,Miller,Roy Miller,NYRB,2015,466,B,2,0,9.029753909,0.5,0,0.238173213,-0.238173213,-0.238173213,0,NA,0,0,0,0.238173213,0.119086606,0,-0.119086606,0
Auston,Trusty,Auston Trusty,PHI,2018,759,D,2,1,12.04634894,0,0,0.122629063,-0.078632879,-0.122629063,1,17.0950585,0,0.113034289,-0.113034289,0.235663352,0.061314532,0.113034289,-0.061314532,-0.113034289
Shaun,Wright-Phillips,Shaun Wright-Phillips,NYRB,2016,150,A,3,1,20.51181856,0.333333333,0,0.235309656,-0.172434122,-0.235309656,0,NA,0,0,0,0.235309656,0.078436552,0,-0.078436552,0
Jay,Chapman,Jay Chapman,TOR,2015,236,M,1,0,11.70392349,0,0,0.107854937,-0.107854937,-0.107854937,2,20.68791828,0,0.127085713,-0.127085713,0.23494065,0.107854937,0.063542856,-0.107854937,-0.063542856
Danny,Wilson,Danny Wilson,COL,2018,429,D,1,0,7.405194123,0,0,0.153328363,-0.153328363,-0.153328363,1,15.73465046,0,0.080819626,-0.080819626,0.234147989,0.153328363,0.080819626,-0.153328363,-0.080819626
Khari,Stephenson,Khari Stephenson,SJE,2015,230,M,5,0,29.60421516,0.6,0,0.197175682,-0.197175682,-0.197175682,1,29.28623055,0,0.036733605,-0.036733605,0.233909287,0.039435136,0.036733605,-0.039435136,-0.036733605
Rasmus,Schuller,Rasmus Schuller,MIN,2017,340,A,4,0,28.92394873,0.5,0,0.121750012,-0.121750012,-0.121750012,3,30.78033417,0,0.11215687,-0.11215687,0.233906882,0.030437503,0.037385623,-0.030437503,-0.037385623
Andrew,Tarbell,Andrew Tarbell,SJE,2018,772,G,1,0,10.66013602,0,0,0.118294847,-0.118294847,-0.118294847,1,17.434501,0,0.115423987,-0.115423987,0.233718834,0.118294847,0.115423987,-0.118294847,-0.115423987
Maxime,Chanot,Maxime Chanot,NYC,2018,712,D,2,0,13.00719675,0.5,0,0.210144002,-0.210144002,-0.210144002,1,36.56413543,0,0.022319399,-0.022319399,0.2324634,0.105072001,0.022319399,-0.105072001,-0.022319399
Victor,Pagliari Giro,Victor Pagliari Giro,ORL,2017,461,B,3,0,32.05255269,0.333333333,0,0.096229001,-0.096229001,-0.096229001,1,16.34786301,1,0.136037565,0.863962435,0.232266566,0.032076334,0.136037565,-0.032076334,0.863962435
London,Woodberry,London Woodberry,NER,2017,180,B,0,0,NA,NA,0,0,0,0,2,23.84033294,0,0.231983666,-0.231983666,0.231983666,0,0.115991833,0,-0.115991833
Daniel,Lovitz,Daniel Lovitz,TOR,2015,397,B,2,1,19.58636125,0.5,0,0.078732445,0.180535511,-0.078732445,4,29.3515736,1,0.152692778,0.847307222,0.231425224,0.039366223,0.038173195,-0.039366223,0.211826805
Getterson,Getterson,Getterson,FCD,2016,164,M,4,2,21.02385346,0,0,0.196023241,-0.132678335,-0.196023241,1,20.73321007,0,0.035303903,-0.035303903,0.231327144,0.04900581,0.035303903,-0.04900581,-0.035303903
Brent,Kallman,Brent Kallman,MIN,2018,95,D,1,0,12.68777364,0,0,0.071398942,-0.071398942,-0.071398942,1,10.1226133,0,0.159673469,-0.159673469,0.231072411,0.071398942,0.159673469,-0.071398942,-0.159673469
Samba,Samba,Samba,NER,2016,98,D,1,1,9.451413915,0,0,0.230948936,0.647506564,-0.230948936,0,NA,0,0,0,0.230948936,0.230948936,0,-0.230948936,0
Danny,Mwanga,Danny Mwanga,ORL,2015,123,F,0,0,NA,NA,0,0,0,0,3,27.52741588,0,0.230416141,-0.230416141,0.230416141,0,0.07680538,0,-0.07680538
Jahmir,Hyka,Jahmir Hyka,SJE,2018,103,M,1,1,24.26857278,0,1,0.055873624,0.275912177,0.944126376,2,10.59552301,0,0.171548091,-0.171548091,0.227421715,0.055873624,0.085774045,0.944126376,-0.085774045
Ethan,White,Ethan White,PHI,2015,1283,D,3,0,17.3955757,0.333333333,0,0.202033632,-0.202033632,-0.202033632,1,35.047853,0,0.024394657,-0.024394657,0.226428289,0.067344544,0.024394657,-0.067344544,-0.024394657
Victor,Cabrera,Victor Cabrera,MTL,2015,1828,D,0,0,NA,NA,0,0,0,0,6,28.93525168,0,0.223800645,-0.223800645,0.223800645,0,0.037300107,0,-0.037300107
Kevan,George,Kevan George,CLB,2015,301,M,1,0,22.1951622,0,0,0.06749462,-0.06749462,-0.06749462,1,8.228730157,1,0.156174003,0.843825997,0.223668623,0.06749462,0.156174003,-0.06749462,0.843825997
Keyner,Brown,Keyner Brown,HOU,2016,308,D,1,0,9.842104704,0,0,0.078246519,-0.078246519,-0.078246519,1,9.848959336,0,0.143392695,-0.143392695,0.221639214,0.078246519,0.143392695,-0.078246519,-0.143392695
Tim,Parker,Tim Parker,VAN,2015,1340,D,4,1,15.26263621,0,0,0.186055049,-0.135841646,-0.186055049,1,29.87046702,0,0.035145466,-0.035145466,0.221200515,0.046513762,0.035145466,-0.046513762,-0.035145466
Bobby,Burling,Bobby Burling,COL,2017,818,D,4,0,19.85890696,0.25,0,0.157527896,-0.157527896,-0.157527896,2,29.90622241,0,0.063450271,-0.063450271,0.220978167,0.039381974,0.031725135,-0.039381974,-0.031725135
Sergio,Campbell,Sergio Campbell,CLB,2015,94,D,2,0,12.59817729,0.5,0,0.220808475,-0.220808475,-0.220808475,0,NA,0,0,0,0.220808475,0.110404237,0,-0.110404237,0
Sean,Franklin,Sean Franklin,VAN,2018,250,B,0,0,NA,NA,0,0,0,0,1,10.71813533,0,0.220118544,-0.220118544,0.220118544,0,0.220118544,0,-0.220118544
Marlon,Hairston,Marlon Hairston,COL,2018,252,B,1,1,12.59851678,0,0,0.219816825,0.45320872,-0.219816825,0,NA,0,0,0,0.219816825,0.219816825,0,-0.219816825,0
Carlos,Gruezo,Carlos Gruezo,FCD,2018,524,M,7,1,27.67403069,0.571428571,0,0.219815297,-0.202390363,-0.219815297,0,NA,0,0,0,0.219815297,0.031402185,0,-0.031402185,0
Aurelien,Collin,Aurelien Collin,NYRB,2018,196,D,2,0,11.33240015,0.5,0,0.180715666,-0.180715666,-0.180715666,1,25.039054,0,0.03902907,-0.03902907,0.219744735,0.090357833,0.03902907,-0.090357833,-0.03902907
Cameron,Porter,Cameron Porter,MTL,2015,44,F,1,0,10.96498062,0,0,0.218697222,-0.218697222,-0.218697222,0,NA,0,0,0,0.218697222,0.218697222,0,-0.218697222,0
Sean,Johnson,Sean Johnson,CHI,2015,1990,G,0,0,NA,NA,0,0,0,0,3,22.8055992,0,0.218658232,-0.218658232,0.218658232,0,0.072886077,0,-0.072886077
Paxton,Pomykal,Paxton Pomykal,FCD,2017,140,M,1,0,18.29115907,0,0,0.102874828,-0.102874828,-0.102874828,3,17.06255478,0,0.115745293,-0.115745293,0.218620121,0.102874828,0.038581764,-0.102874828,-0.038581764
Ryan,Telfer,Ryan Telfer,TOR,2018,187,B,1,0,19.66529494,0,0,0.079766858,-0.079766858,-0.079766858,3,22.91907402,0,0.138802229,-0.138802229,0.218569087,0.079766858,0.04626741,-0.079766858,-0.04626741
Devon,Sandoval,Devon Sandoval,RSL,2016,285,F,3,0,19.64899041,0,0,0.148796991,-0.148796991,-0.148796991,2,30.58228022,0,0.069220228,-0.069220228,0.218017219,0.049598997,0.034610114,-0.049598997,-0.034610114
Michael,Nanchoff,Michael Nanchoff,POR,2015,41,S,1,0,14.14125967,1,0,0.167138919,-0.167138919,-0.167138919,1,14.45038754,0,0.050424178,-0.050424178,0.217563097,0.167138919,0.050424178,-0.167138919,-0.050424178
Erik,Palmer-Brown,Erik Palmer-Brown,SKC,2015,410,D,2,0,11.36763124,0,0,0.217540837,-0.217540837,-0.217540837,0,NA,0,0,0,0.217540837,0.108770419,0,-0.108770419,0
Scott,Sutter,Scott Sutter,ORL,2018,328,B,3,1,25.87675534,0,0,0.101259169,0.05478397,-0.101259169,1,17.6403125,1,0.114857159,0.885142841,0.216116328,0.033753056,0.114857159,-0.033753056,0.885142841
Miguel,Aguilar,Miguel Aguilar,DCU,2016,116,M,1,1,18.40952539,0,0,0.06323196,0.009379866,-0.06323196,1,11.20293265,0,0.152329371,-0.152329371,0.215561331,0.06323196,0.152329371,-0.06323196,-0.152329371
Marco,Bustos,Marco Bustos,VAN,2015,33,M,1,0,25.33865229,0,0,0.051612328,-0.051612328,-0.051612328,1,19.40878409,0,0.163455487,-0.163455487,0.215067815,0.051612328,0.163455487,-0.051612328,-0.163455487
Wandrille,Lefevre,Wandrille Lefevre,MTL,2016,1177,D,5,2,12.24243741,0,0,0.214383142,0.031703988,-0.214383142,0,NA,0,0,0,0.214383142,0.042876628,0,-0.042876628,0
Christian,Dean,Christian Dean,CHI,2017,477,D,1,0,11.41921626,0,0,0.09227455,-0.09227455,-0.09227455,2,13.63365386,0,0.122047619,-0.122047619,0.214322169,0.09227455,0.061023809,-0.09227455,-0.061023809
Diego,Chara,Diego Chara,POR,2018,579,M,0,0,NA,NA,0,0,0,0,3,17.24619168,0,0.213977215,-0.213977215,0.213977215,0,0.071325738,0,-0.071325738
Junior,Moreno,Junior Moreno,DCU,2018,317,M,0,0,NA,NA,0,0,0,0,3,17.76330603,0,0.213610608,-0.213610608,0.213610608,0,0.071203536,0,-0.071203536
Tommy,Redding,Tommy Redding,ORL,2017,1502,D,2,1,13.49988492,0,0,0.194307328,-0.002122726,-0.194307328,1,29.10769658,0,0.019182636,-0.019182636,0.213489964,0.097153664,0.019182636,-0.097153664,-0.019182636
Tony,Tchani,Tony Tchani,CHI,2018,415,M,2,0,17.43897831,0,0,0.073470415,-0.073470415,-0.073470415,3,19.77754705,0,0.139621279,-0.139621279,0.213091694,0.036735208,0.046540426,-0.036735208,-0.046540426
Vincent,Bezecourt,Vincent Bezecourt,NYRB,2017,212,M,3,1,28.24117626,0,0,0.13840643,-0.102606276,-0.13840643,2,29.03502911,0,0.074489924,-0.074489924,0.212896354,0.046135477,0.037244962,-0.046135477,-0.037244962
Alex,Morrell,Alex Morrell,CHI,2016,73,S,2,1,18.73458825,0,0,0.208645756,0.464114443,-0.208645756,0,NA,0,0,0,0.208645756,0.104322878,0,-0.104322878,0
Pele,van Anholt,Pele van Anholt,LAG,2017,374,B,2,1,20.85680222,0.5,0,0.149015881,-0.082009294,-0.149015881,1,19.80042676,0,0.058277563,-0.058277563,0.207293443,0.07450794,0.058277563,-0.07450794,-0.058277563
David,Horst,David Horst,RSL,2018,335,D,2,0,15.43656789,0,0,0.096729927,-0.096729927,-0.096729927,1,17.39021636,0,0.1101816,-0.1101816,0.206911527,0.048364963,0.1101816,-0.048364963,-0.1101816
Drew,Conner,Drew Conner,CHI,2018,143,M,0,0,NA,NA,0,0,0,0,3,17.00120847,0,0.205545188,-0.205545188,0.205545188,0,0.068515063,0,-0.068515063
Sebastian,Lletget,Sebastian Lletget,LAG,2017,289,M,2,0,29.90779686,0.5,0,0.074039062,-0.074039062,-0.074039062,2,16.39239185,0,0.130412511,-0.130412511,0.204451573,0.037019531,0.065206255,-0.037019531,-0.065206255
Bismark,Boateng,Bismark Boateng,COL,2018,288,B,4,1,28.99158478,0.5,0,0.166623276,0.140967272,-0.166623276,1,29.52084179,0,0.035360465,-0.035360465,0.201983741,0.041655819,0.035360465,-0.041655819,-0.035360465
Mitchell,Taintor,Mitchell Taintor,TOR,2018,93,D,1,1,7.099170726,0,1,0.143972609,0.409274903,0.856027391,1,24.52115464,0,0.054850186,-0.054850186,0.198822795,0.143972609,0.054850186,0.856027391,-0.054850186
Cristian,Martinez,Cristian Martinez,CLB,2016,214,A,4,2,23.85486817,0,1,0.171491182,0.032524525,0.828508818,1,37.43184239,0,0.019296498,-0.019296498,0.19078768,0.042872795,0.019296498,0.207127205,-0.019296498
Perry,Kitchen,Perry Kitchen,LAG,2018,860,M,2,0,15.1730243,0.5,0,0.125338993,-0.125338993,-0.125338993,1,20.88448467,0,0.065041332,-0.065041332,0.190380325,0.062669496,0.065041332,-0.062669496,-0.065041332
A.J.,Cochran,A.J. Cochran,HOU,2015,536,D,3,1,17.90290528,0.333333333,0,0.185537832,0.078119467,-0.185537832,0,NA,0,0,0,0.185537832,0.061845944,0,-0.061845944,0
Dilly,Duka,Dilly Duka,NYRB,2017,164,F,1,0,21.03577013,0,0,0.057580416,-0.057580416,-0.057580416,2,22.37791351,0,0.127851004,-0.127851004,0.185431419,0.057580416,0.063925502,-0.057580416,-0.063925502
Waylon,Francis,Waylon Francis,SEA,2018,86,B,0,0,NA,NA,0,0,0,0,2,15.51895641,0,0.182293286,-0.182293286,0.182293286,0,0.091146643,0,-0.091146643
Aly,Ghazal,Aly Ghazal,VAN,2017,666,M,5,0,26.52600012,0.6,0,0.182125226,-0.182125226,-0.182125226,0,NA,0,0,0,0.182125226,0.036425045,0,-0.036425045,0
Amro,Tarek,Amro Tarek,ORL,2018,661,D,2,1,23.21707259,0,0,0.133732203,-0.118324652,-0.133732203,1,26.47426675,0,0.046268537,-0.046268537,0.18000074,0.066866102,0.046268537,-0.066866102,-0.046268537
Baggio,Husidic,Baggio Husidic,LAG,2017,480,M,3,0,21.3193045,0,0,0.143810592,-0.143810592,-0.143810592,1,29.81978915,0,0.035924314,-0.035924314,0.179734906,0.047936864,0.035924314,-0.047936864,-0.035924314
Brad,Guzan,Brad Guzan,ATL,2018,886,G,0,0,NA,NA,0,0,0,0,1,13.45286587,0,0.177679474,-0.177679474,0.177679474,0,0.177679474,0,-0.177679474
Joseph,Greenspan,Joseph Greenspan,MIN,2017,249,D,1,0,6.898296891,0,0,0.176873937,-0.176873937,-0.176873937,0,NA,0,0,0,0.176873937,0.176873937,0,-0.176873937,0
Leonardo,Leonardo,Leonardo,HOU,2018,596,D,3,1,14.44903232,0.333333333,1,0.176044658,0.409101972,0.823955342,0,NA,0,0,0,0.176044658,0.058681553,0,0.274651781,0
Cameron,Lindley,Cameron Lindley,ORL,2018,217,M,2,0,31.33511088,1,0,0.064107488,-0.064107488,-0.064107488,3,28.5654074,0,0.110937292,-0.110937292,0.175044779,0.032053744,0.036979097,-0.032053744,-0.036979097
Marcel,de Jong,Marcel de Jong,VAN,2018,552,B,2,1,37.01082635,0.5,0,0.032924156,0.014398083,-0.032924156,3,23.87051008,0,0.141741102,-0.141741102,0.174665257,0.016462078,0.047247034,-0.016462078,-0.047247034
Stefan,Frei,Stefan Frei,SEA,2017,3125,G,0,0,NA,NA,0,0,0,0,1,9.848959336,0,0.17409023,-0.17409023,0.17409023,0,0.17409023,0,-0.17409023
Alexi,Gomez,Alexi Gomez,MIN,2018,95,A,1,1,24.44340453,0,0,0.042997618,-0.021553285,-0.042997618,1,10.54783864,0,0.130075144,-0.130075144,0.173072762,0.042997618,0.130075144,-0.042997618,-0.130075144
Mikey,Ambrose,Mikey Ambrose,ORL,2016,435,B,0,0,NA,NA,0,0,0,0,3,19.21316487,0,0.168618647,-0.168618647,0.168618647,0,0.056206216,0,-0.056206216
Cristian,Higuita,Cristian Higuita,ORL,2018,386,M,4,1,29.06692171,0.5,1,0.123366121,0.228662641,0.876633879,1,24.32745157,0,0.044058863,-0.044058863,0.167424984,0.03084153,0.044058863,0.21915847,-0.044058863
Victor,Cabrera,Victor Cabrera,MTL,2016,2042,D,1,0,33.29816812,0,0,0.013131224,-0.013131224,-0.013131224,5,30.08282702,0,0.153884164,-0.153884164,0.167015388,0.013131224,0.030776833,-0.013131224,-0.030776833
Fidel,Escobar,Fidel Escobar,NYRB,2018,174,D,2,1,17.38769767,0.5,0,0.165544109,0.164462838,-0.165544109,0,NA,0,0,0,0.165544109,0.082772055,0,-0.082772055,0
Justin,Mapp,Justin Mapp,SKC,2016,71,A,1,0,16.54946827,0,0,0.031637195,-0.031637195,-0.031637195,2,12.69598702,0,0.132019822,-0.132019822,0.163657017,0.031637195,0.066009911,-0.031637195,-0.066009911
Mike,Grella,Mike Grella,CLB,2018,30,A,1,1,14.62403843,0,1,0.162926532,0.522999378,0.837073468,0,NA,0,0,0,0.162926532,0.162926532,0,0.837073468,0
Brett,Levis,Brett Levis,VAN,2016,10,B,0,0,NA,NA,0,0,0,0,1,14.3892538,0,0.162756101,-0.162756101,0.162756101,0,0.162756101,0,-0.162756101
Aaron,Guillen,Aaron Guillen,FCD,2017,396,B,2,0,23.74956233,0.5,0,0.098691843,-0.098691843,-0.098691843,1,23.25582938,0,0.063331982,-0.063331982,0.162023825,0.049345922,0.063331982,-0.049345922,-0.063331982
Sean,Johnson,Sean Johnson,CHI,2016,2095,G,0,0,NA,NA,0,0,0,0,2,20.00919924,0,0.157192439,-0.157192439,0.157192439,0,0.07859622,0,-0.07859622
Fred,Fred,Fred,PHI,2015,106,S,3,1,16.71566299,0,0,0.155906094,-0.125744199,-0.155906094,0,NA,0,0,0,0.155906094,0.051968698,0,-0.051968698,0
Clint,Irwin,Clint Irwin,COL,2015,2959,G,0,0,NA,NA,0,0,0,0,2,22.98403247,0,0.155847663,-0.155847663,0.155847663,0,0.077923831,0,-0.077923831
Tim,Howard,Tim Howard,COL,2017,2401,G,0,0,NA,NA,0,0,0,0,3,23.50931004,0,0.155217368,-0.155217368,0.155217368,0,0.051739123,0,-0.051739123
Jared,Jeffrey,Jared Jeffrey,DCU,2015,65,M,2,0,32.27251412,0,0,0.068645568,-0.068645568,-0.068645568,1,19.19020649,0,0.086437764,-0.086437764,0.155083332,0.034322784,0.086437764,-0.034322784,-0.086437764
Victor,Cabrera,Victor Cabrera,MTL,2017,1577,D,4,0,17.27766345,0,0,0.154672403,-0.154672403,-0.154672403,0,NA,0,0,0,0.154672403,0.038668101,0,-0.038668101,0
Romario,Williams,Romario Williams,ATL,2018,47,S,2,1,24.24029201,0,1,0.154512364,0.452913049,0.845487636,0,NA,0,0,0,0.154512364,0.077256182,0,0.422743818,0
Timo,Pitter,Timo Pitter,FCD,2016,13,S,1,0,14.76245999,0,0,0.154103988,-0.154103988,-0.154103988,0,NA,0,0,0,0.154103988,0.154103988,0,-0.154103988,0
Philippe,Senderos,Philippe Senderos,HOU,2018,149,D,1,1,9.507891459,0,1,0.091625204,0.596198824,0.908374796,1,23.59275365,0,0.060504929,-0.060504929,0.152130133,0.091625204,0.060504929,0.908374796,-0.060504929
Franck,Pangop,Franck Pangop,MIN,2018,22,S,0,0,NA,NA,0,0,0,0,1,10.00612313,0,0.150808137,-0.150808137,0.150808137,0,0.150808137,0,-0.150808137
Joseph,Holland,Joseph Holland,HOU,2017,44,S,1,0,18.57540376,0,0,0.096568819,-0.096568819,-0.096568819,1,20.245,0,0.053185474,-0.053185474,0.149754293,0.096568819,0.053185474,-0.096568819,-0.053185474
Daniel,Steres,Daniel Steres,LAG,2018,520,D,1,0,8.116902118,0,0,0.130212878,-0.130212878,-0.130212878,1,39.63481298,1,0.018244317,0.981755683,0.148457195,0.130212878,0.018244317,-0.130212878,0.981755683
Kianz,Froese,Kianz Froese,VAN,2016,166,M,2,0,28.05865219,0,0,0.074532779,-0.074532779,-0.074532779,2,28.46163249,0,0.073405727,-0.073405727,0.147938506,0.03726639,0.036702863,-0.03726639,-0.036702863
Ariel,Lassiter,Ariel Lassiter,LAG,2018,66,F,2,0,22.7665455,0.5,0,0.094500647,-0.094500647,-0.094500647,1,17.1482951,0,0.052696621,-0.052696621,0.147197268,0.047250324,0.052696621,-0.047250324,-0.052696621
Adrian,Arregui,Adrian Arregui,MTL,2017,253,M,0,0,NA,NA,0,0,0,0,2,19.50774122,1,0.147194022,0.852805978,0.147194022,0,0.073597011,0,0.426402989
Diego,Rodriguez,Diego Rodriguez,VAN,2015,275,D,1,0,32.48849643,1,0,0.029116253,-0.029116253,-0.029116253,2,23.73452601,0,0.117541233,-0.117541233,0.146657486,0.029116253,0.058770617,-0.029116253,-0.058770617
Matt,Polster,Matt Polster,CHI,2018,93,B,1,0,7.708736926,0,0,0.145433543,-0.145433543,-0.145433543,0,NA,0,0,0,0.145433543,0.145433543,0,-0.145433543,0
Nick,Rimando,Nick Rimando,RSL,2016,2868,G,0,0,NA,NA,0,0,0,0,4,27.87099294,0,0.144578402,-0.144578402,0.144578402,0,0.036144601,0,-0.036144601
Jefferson,Mena,Jefferson Mena,NYC,2015,624,D,2,0,10.66789127,0,0,0.144478209,-0.144478209,-0.144478209,0,NA,0,0,0,0.144478209,0.072239104,0,-0.072239104,0
Marcel,de Jong,Marcel de Jong,VAN,2016,499,B,2,1,26.49950688,0,0,0.10050482,-0.053664011,-0.10050482,2,35.03974882,0,0.043139656,-0.043139656,0.143644476,0.05025241,0.021569828,-0.05025241,-0.021569828
Quincy,Amarikwa,Quincy Amarikwa,SJE,2018,121,F,1,1,9.154938558,0,0,0.087043469,0.009574987,-0.087043469,1,24.26857278,1,0.055873624,0.944126376,0.142917093,0.087043469,0.055873624,-0.087043469,0.944126376
Tony,Alfaro,Tony Alfaro,SEA,2016,305,D,1,0,7.175864059,0,0,0.110024164,-0.110024164,-0.110024164,1,22.78699849,0,0.031994052,-0.031994052,0.142018216,0.110024164,0.031994052,-0.110024164,-0.031994052
Dave,Romney,Dave Romney,LAG,2016,775,B,1,0,9.734248815,0,0,0.081252781,-0.081252781,-0.081252781,1,16.88800758,0,0.06003133,-0.06003133,0.141284111,0.081252781,0.06003133,-0.081252781,-0.06003133
